x	y	label	showSelected1	group
0	4	changes=0	1	-1
0	4	changes=1	2	-1
0	4	changes=2	3	-1
0	4	changes=3	4	-1
0	4	changes=4	5	-1
0	4	changes=5	6	-1
0	4	changes=6	7	-1
0	4	changes=7	8	-1
0	4	changes=8	9	-1
0	4	changes=9	10	-1
0	4	changes=10	11	-1
0	4	changes=11	12	-1
0	4	changes=12	13	-1
0	4	changes=13	14	-1
0	4	changes=14	15	-1
