xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	group
13.5	14.5	14 12	segments	14	segments	12	75
14.5	15.5	15 12	segments	15	segments	12	89
0.5	1.5	1 13	segments	1	segments	13	5
1.5	2.5	2 13	segments	2	segments	13	104
2.5	3.5	3 13	segments	3	segments	13	118
3.5	4.5	4 13	segments	4	segments	13	132
4.5	5.5	5 13	segments	5	segments	13	146
5.5	6.5	6 13	segments	6	segments	13	160
6.5	7.5	7 13	segments	7	segments	13	174
7.5	8.5	8 13	segments	8	segments	13	188
8.5	9.5	9 13	segments	9	segments	13	202
9.5	10.5	10 13	segments	10	segments	13	19
10.5	11.5	11 13	segments	11	segments	13	33
11.5	12.5	12 13	segments	12	segments	13	47
12.5	13.5	1	segments	13	segments	13	1
13.5	14.5	14 13	segments	14	segments	13	76
14.5	15.5	15 13	segments	15	segments	13	90
0.5	1.5	1 14	segments	1	segments	14	6
1.5	2.5	2 14	segments	2	segments	14	105
2.5	3.5	3 14	segments	3	segments	14	119
3.5	4.5	4 14	segments	4	segments	14	133
4.5	5.5	5 14	segments	5	segments	14	147
5.5	6.5	6 14	segments	6	segments	14	161
6.5	7.5	7 14	segments	7	segments	14	175
7.5	8.5	8 14	segments	8	segments	14	189
8.5	9.5	9 14	segments	9	segments	14	203
9.5	10.5	10 14	segments	10	segments	14	20
10.5	11.5	11 14	segments	11	segments	14	34
11.5	12.5	12 14	segments	12	segments	14	48
12.5	13.5	13 14	segments	13	segments	14	62
13.5	14.5	1	segments	14	segments	14	1
14.5	15.5	15 14	segments	15	segments	14	91
0.5	1.5	1 15	segments	1	segments	15	7
1.5	2.5	2 15	segments	2	segments	15	106
2.5	3.5	3 15	segments	3	segments	15	120
3.5	4.5	4 15	segments	4	segments	15	134
4.5	5.5	5 15	segments	5	segments	15	148
5.5	6.5	6 15	segments	6	segments	15	162
6.5	7.5	7 15	segments	7	segments	15	176
7.5	8.5	8 15	segments	8	segments	15	190
8.5	9.5	9 15	segments	9	segments	15	204
9.5	10.5	10 15	segments	10	segments	15	21
10.5	11.5	11 15	segments	11	segments	15	35
11.5	12.5	12 15	segments	12	segments	15	49
12.5	13.5	13 15	segments	13	segments	15	63
13.5	14.5	14 15	segments	14	segments	15	77
14.5	15.5	1	segments	15	segments	15	1
